"Resource Name","Alarm Text","Severity","Raised Time (System)","Acknowledged"
"LAGONG - SUBI SYSTEM 2 FREK 8GHz","LOST CONTACT","INDETERMINATE","October 16, 2021 11:32:51 AM",N
"GUNUNG BESI (Backup TelkomselPebruari 2014)/ETY-3.2","Gigabit Ethernet loss of carrier on port #2","MAJOR","September 29, 2021 8:47:37 PM",N
"R-CGN-IP10_MSKU_to_STNG_SL01_MR/E1-1.6","E1/DS1 unexpected signal on port #6","WARNING","October 24, 2021 3:01:38 AM",N
"TVRI RELOK - REP. GENYEM (System 1)/ETY-1.2","Loss of Carrier","MAJOR","November 12, 2020 2:17:23 PM",N
"01 TANJUNG TABALONG/Shelf/Slot 2","LOST CONTACT","INDETERMINATE","February 29, 2020 7:25:07 PM",N
"SEI BATANG-GN.DAENG","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:38:45 AM",N
"LABANAN TO GN.TABUR/Radio-3.1-XPIC.1","Radio loss of frame","CRITICAL","June 8, 2020 3:55:54 AM",N
"SAJAU TO GN TABUR/Radio-6.1","RFU RX level path1 out of range","WARNING","October 28, 2018 6:00:39 AM",Y
"Teba to Apawer System 3","LOST CONTACT","INDETERMINATE","October 24, 2021 8:50:55 PM",N
"TIDUNG PALA TO BEBATU 8GHz CH1 HIGH VERTICAL/E1-1.6","E1/DS1 unexpected signal on port #6","WARNING","October 13, 2021 12:13:12 PM",N
"JAWAI-PEMANGKAT(telkom)/2RU/Power Supply 2","Power Supply is missing in slot","MAJOR","December 9, 2019 8:55:46 AM",Y
"MOKMER TO WUNDI 8 GHZ System 1/1RU/Power Supply 2","Under voltage","MAJOR","May 6, 2021 9:28:16 AM",Y
"STO Ketapang to Sei Awan/E1-2.8","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","October 5, 2017 9:57:21 AM",Y
"STO TAKENGON TO BUKIT SAMA","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:52:53 AM",N
"PINTU BATU TO RANSIKI (5+0)/Radio-4.1-XPIC.2","Remote communication failure","CRITICAL","October 16, 2021 1:00:13 PM",N
"Runi to Waindu System 4/Radio-3.1","Cable open","MAJOR","January 3, 2021 3:30:37 PM",N
"MAMBURUNGAN TO BEBATU SUPA/E1-2.8","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","October 5, 2017 9:59:16 AM",Y
"LAMANDAU TO KOTAWARINGIN LAMA 5+0 FEB 2020/Radio-6.1","RFU RX level path1 out of range","WARNING","September 17, 2021 4:48:58 AM",N
"MANANMUR TO OTOWERI (5+0)/Radio-7.1","Remote communication failure","CRITICAL","September 8, 2021 3:54:26 PM",N
"R-CGN-IP10_BIKA_to_NBUN_SL01_MR/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","October 25, 2021 11:31:58 AM",N
"Bonti to Bodok (5+0) April 2021/Radio-3.1","RFU RX level path2 out of range","WARNING","August 10, 2021 7:48:42 AM",N
"Muara Kaman to Kota Bangun System 2/Radio-4.1-XPIC.1","RFU communication failure","WARNING","April 28, 2021 9:35:32 AM",N
"GN DAENG TO MAMBURUNGAN FREQ 4,5GHz HIGH 7+0 XPIC SD ( JULI 2021 )/Radio-8.1","RFU TX Mute","WARNING","July 19, 2021 3:03:05 PM",N
"MENGKUNING - PULAU BUKIT FREK 6GHZ LOW 4+0","HTTP LOGON FAILURE","WARNING","May 8, 2020 5:45:06 AM",N
"REP. ASULI TO TOLETOLE#1  8 GHz CHANNEL 6/Shelf/Slot 1/IDU","TDM backplane LOF for slot #2","CRITICAL","October 26, 2021 5:06:03 PM",N
"MOKMER TO STO BIAK 7Ghz SYSTEM 2","LOST CONTACT","INDETERMINATE","October 27, 2021 1:53:24 PM",N
"GOA LAWAH TO NUSA LEMBONGAN/ETY-1.1","Loss of Carrier","MAJOR","February 5, 2020 5:47:37 PM",N
"KP SIHU - PINTU BATU UPGRADE 3+0 SEPTEMBER 2019/Radio-3.1","Remote communication failure","CRITICAL","October 21, 2020 5:29:31 AM",N
"SEI BATANG TO GUNUNG DAENG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","November 13, 2018 2:12:10 PM",Y
"Site-3 2.3 MIAUBARU - MATAMANIS FREK.4-5G LOW CH4-CH6 XPIC HORZ","LOST CONTACT","INDETERMINATE","October 24, 2021 11:52:21 PM",N
"STO Nabire to Rep. Nabire System 3/2RU/Slot 8","Expected Card is missing in slot","MAJOR","June 19, 2021 5:32:32 AM",N
"SUNGAI PENUH TO BUKIT NAMORA","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:44:40 AM",N
"GOLONAWANG _ NDESU 8+0 ( JULI 20 )/Radio-10.1-XPIC.4","Radio loss of frame","CRITICAL","August 18, 2021 1:26:21 PM",N
"KANINGU _ MATAWAI KRAHA 5+0 ( JULI 2021 )/Radio-4.1-XPIC.2","Remote communication failure","CRITICAL","October 21, 2021 5:53:17 PM",N
"WOTU - BONEPUTE#1 8 GHz CHANNEL 3/Shelf/Slot 1 - #slot1/IDU","Communications lost with IDU #4","CRITICAL","September 20, 2021 12:03:20 PM",N
"REP. TSEL AILOGO SABU - BKT. SAMBUKU 6 GHZ CH 1 H/E1-1.7","E1/DS1 unexpected signal on port #7","WARNING","May 5, 2019 7:57:18 PM",Y
"OMTEL TO DUNANGBILA","HTTP LOGON FAILURE","WARNING","December 13, 2019 3:39:17 PM",Y
"MATAMANIS TO REP SANGATA ( SYSTEM 2 )/Radio-5.1-XPIC.2","Cable open","MAJOR","October 27, 2021 11:20:53 AM",N
"NENGKE VILLAGE - BAGARSEWAR SYSTEM 2/Radio-5.1","RFU RX level path2 out of range","WARNING","May 21, 2021 8:04:55 AM",N
"Buntut Bali - Kasongan #2/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","June 1, 2021 9:35:39 PM",N
"TSEL TALAWIA - DMT LIA 7 GHz/LOW/HORIZONTAL","LOST CONTACT","INDETERMINATE","October 19, 2021 2:29:23 PM",N
"BOSO - TERNATE","LOST CONTACT","INDETERMINATE","August 9, 2021 8:55:07 AM",N
"TVRI RELOK - RUJAB BUPATI 3 + 0 UPGRADE SEPTEMBER 2019","LOST CONTACT","INDETERMINATE","July 5, 2020 11:21:11 AM",N
"GN.TABUR TO SAJAU/ETY-1.1","Loss of Carrier","MAJOR","October 25, 2018 8:13:59 PM",Y
"PARENGGEAN TO PARIT IP10 6GHz CH 3 LOW VERTICAL/Radio-3","Radio loss of frame","CRITICAL","October 21, 2021 4:06:34 AM",N
"SEI BEROMBANG TO NEGERI BARU","LOST CONTACT","INDETERMINATE","April 15, 2019 1:08:25 AM",Y
"SENAYANG - BKT BANGKU 6GHZ 4+0 HIGH/Radio-5.1-XPIC.2","Radio loss of frame","CRITICAL","February 20, 2019 3:19:15 PM",Y
"TIDUNG PALA TO BEBATU SUPA/E1-2.15","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","October 6, 2021 6:00:30 PM",N
"MALINAU - TIDUNG PALA/E1-5.15","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","October 6, 2021 7:57:33 PM",N
"BEBATU SUPA TO TIDUNG PALA/E1-2.6","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","September 24, 2021 4:35:34 PM",N
"WAKEAKEA-MALIGANO 6GHz/ CH6L/CH8L","LOST CONTACT","INDETERMINATE","September 3, 2019 8:57:55 PM",Y
"New Rep. 1 Wapoga to Pulau Nau System 3/Radio-5.1-XPIC.2","Remote communication failure","CRITICAL","July 7, 2021 10:31:53 PM",N
"OMTEL TO KALABAHI/1RU/Power Supply 2","Under voltage","MAJOR","October 5, 2017 10:09:25 AM",Y
"BANCOH - STO SINTANG 8 GHz XPIC (MARET 2020)","LOST CONTACT","INDETERMINATE","October 27, 2021 1:53:28 PM",N
"STO BENGKALIS TO S. PAKNING 6 GHz VERTICAL/CH. 2,4,1,7,8 HIGH/Radio-4.1","Remote communication failure","CRITICAL","October 31, 2018 4:06:32 AM",Y
"Kasongan Buntut Bali #2/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","June 17, 2021 11:23:12 AM",N
"Rep. Waropen to P. Nau System 2","LVDS RX Error Slot 2","MAJOR","April 17, 2021 10:22:51 PM",N
"TVRI NATUNA - LAGONG SYS 2 FREK. 8GHz/Radio-3.1","RFU RX level path1 out of range","WARNING","September 28, 2021 7:58:45 AM",N
"KOTA BARU - BATU LICIN/Radio-3.1","RFU RX level path2 out of range","WARNING","October 4, 2021 9:24:49 AM",N
"GUNUNG PAGAR - PONTIANAK/ETY-2.6","Ethernet loss of carrier on port #6","MAJOR","December 3, 2017 11:59:40 PM",Y
"TIDUNG PALA TO BEBATU SUPA/E1-2.5","Loss-of-frames alarm on TDM service","MAJOR","December 30, 2020 9:40:39 PM",N
"NEW REP WAROPEN 1 TO WAROPEN SYSTEM 0/1RU/Power Supply 1","Under voltage","MAJOR","November 4, 2020 11:45:30 AM",N
"TELKOM LAPE - TELKOM MUNGGUK/Shelf/Slot 1 - TELKOM LAPE-TELKOM MUNGGUK # 1 / 8 GHz / CH.3 / TX LOW/IDU","SW running version mismatch with extension unit in slot 4","MAJOR","May 31, 2021 12:57:31 PM",N
"BONGGO TO ANUSPODENA System 2/Radio-5.1","RFU RX level path1 out of range","WARNING","July 8, 2021 4:23:55 AM",N
"BTS TSEL SEBA - REP. TSEL ALIOGO SEBA 2+0 8 GHz CH 2 L/E1-1.10","E1/DS1 unexpected signal on port #10","WARNING","April 17, 2019 7:25:33 AM",Y
"STO TAKENGON TO BUKIT SAMA","LOST CONTACT","INDETERMINATE","November 15, 2020 9:25:23 PM",N
"SUNGAI PUTRI TO SIDUK/Radio-7.1","RFU RX level path1 out of range","WARNING","March 8, 2018 6:33:05 AM",Y
"KKN. Rep - SEPANG/Shelf/Slot 2 - Link Kuala Kapuas - Pulang Pisau / 6 GHz / Ch. 4 / Tx High / H Pol./IDU","Remote communication failure","MAJOR","July 16, 2020 11:47:26 AM",N
"MUARA PAHU - MUARA MUNTAI UP GRADE/Radio-5.1","RFU RX level path1 out of range","WARNING","October 27, 2021 7:09:12 AM",N
"SEI MAYANG _ MIAU BARU ( SYSTEM 3 )/Radio-3.1-XPIC.1","RFU communication failure","WARNING","September 18, 2021 11:57:33 AM",N
"SAMBUKU - EILOGO FREK. 6GHz 3+0 NEW ( LOW )/Radio-5.1","Radio loss of frame","CRITICAL","December 22, 2020 7:01:38 AM",N
"DANGAS - STO BALAI KARIMUN 5+0 ( VERTICAL ) 6 ghz/Radio-3.1","RFU RX level path2 out of range","WARNING","April 9, 2019 11:40:42 AM",Y
"BEBATU SUPA TO TIDUNG PALA/E1-2.4","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","September 24, 2021 4:35:34 PM",N
"SEKURA-PALOH(telkom)/Radio-3.1","Radio loss of frame","CRITICAL","June 4, 2020 2:31:50 AM",N
"DUMAI TO SUKAJADI NEW 1G (Relokasi-Februari-2021)","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:43:33 AM",N
"NUNUKAN TO SEI BATIK 6GHz CH.1 HORIZONTAL/E1-3.9","E1/DS1 unexpected signal on port #9","WARNING","October 15, 2021 1:28:29 AM",N
"TSEL PALATIGA - TSEL BAUBAU CITY 11 GHz/LOW/HORIZONTAL/Radio-4.1","RFU communication failure","WARNING","April 18, 2021 10:41:16 PM",N
"BEBATU SUPA TO MAMBURUNGAN/1RU/Slot 2","Loss-of-frames alarm on TDM service","MAJOR","October 5, 2017 9:59:55 AM",Y
"Kalabahi to Omtel/ETY-1.1","Loss of Carrier","MAJOR","August 5, 2019 5:10:43 PM",Y
"BENGKALIS TO SUNGAI APIT/Radio-2.1","RFU RX level path2 out of range","WARNING","February 22, 2019 11:40:38 PM",Y
"NIMBOKRANG - REP. KAPTIAU SYSTEM 2/Radio-6.1","Radio loss of frame","CRITICAL","July 30, 2021 10:46:36 PM",N
"SUBI TO SERASAN SYSTEM 2 FREK 8 GHZ/Radio-4.1","Remote communication failure","CRITICAL","October 16, 2021 11:21:35 AM",N
"MANULAI - SAMBUKU FREK. 6GHz 3+0 NEW ( HIGH )/Radio-3.1","RFU RX level path1 out of range","WARNING","June 29, 2021 2:31:04 PM",N
"Buntut Bali - Kasongan #2/Shelf/Slot 4 - Link KM46 - BAWAN / 8 GHz / Ch. 5 / Tx Low / V Pol./IDU","Remote communication failure","MAJOR","March 20, 2021 12:18:57 PM",N
"ILEWENGOT - STO LARANTUKA U6GHz/XPIC/LOW","LOST CONTACT","INDETERMINATE","April 9, 2019 3:59:43 PM",Y
"NIMBOKRANG - REP. KAPTIAU SYSTEM 2/Radio-5.1","Radio loss of frame","CRITICAL","July 29, 2021 6:03:36 AM",N
"NIMBOKRANG - REP. KAPTIAU SYSTEM 2/Radio-3.1","RFU RX level path1 out of range","WARNING","July 8, 2021 5:35:13 AM",N
"WOTU - BONEPUTE#1 8 GHz CHANNEL 3/Shelf/Slot 1 - #slot1/IDU","TDM backplane LOF for slot #4","CRITICAL","September 20, 2021 12:03:20 PM",N
"NENGKE VILLAGE - ANUSPODENA SYSTEM 2/1RU/Power Supply 1","Under voltage","MAJOR","November 21, 2020 8:57:24 AM",N
"Site C 1.3 SAMBUKU - MANULAI FREK.4,5G LOW 3+0 & 2+0 (5+0)JULI 2019","LOST CONTACT","INDETERMINATE","July 23, 2021 4:23:30 PM",N
"TSEL PRAMUKA  - TSEL MANTANG 4+0 FREK. 8GHZ","LOST CONTACT","INDETERMINATE","September 23, 2019 10:15:59 PM",Y
"TSEL SEI SENA - TSEL SUHAID FREK. 6G XPIC/1RU/Power Supply 1","Under voltage","MAJOR","April 7, 2018 6:52:32 PM",Y
"MAMBURUNGAN TO BUKIT BARATAN PHASE 2/Radio-4.1","Cable short","MAJOR","December 5, 2020 1:35:07 AM",N
"REP. KAPTIAU - NIMBOKRANG SYSTEM 2/1RU/Slot 3","Unexpected Card Type in slot","MINOR","November 20, 2020 6:47:40 AM",N
"RUJAB BUPATI TO SP2 BINTUNI/Radio-6.1","Radio loss of frame","CRITICAL","September 10, 2021 4:20:48 PM",N
"Site-4 2.4 MATAMANIS - MIAUBARU FREK.4-5G CH1-3 XPIC VERTICAL/Radio-6.1-XPIC.2","Cable open","MAJOR","March 29, 2021 7:48:48 AM",N
"Teba to Apawer System 3/Radio-4.1-XPIC.1","RFU communication failure","WARNING","October 5, 2021 10:53:55 PM",N
"PARIT TO PARENGGEAN IP10/Shelf/Slot 1/IDU","TDM backplane LOF for slot #2","CRITICAL","June 9, 2021 3:43:35 PM",N
"GUNUNG DAENG TO SEIBATANG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","September 18, 2021 8:44:37 PM",N
"PARENGGEAN TO PARIT IP10 6GHz CH 3 LOW VERTICAL/Radio-2","Radio loss of frame","CRITICAL","October 21, 2021 4:06:33 AM",N
"Gunung Besi ti Sto Singkawang/E1-1.14","E1/DS1 unexpected signal on port #14","WARNING","January 8, 2019 6:55:17 PM",Y
"NEW REP.1 WAPOGA TO PULAU NAU SYSTEM 1/Radio-5.1-XPIC.2","Remote communication failure","CRITICAL","December 17, 2020 7:10:37 PM",N
"SEKURA-PALOH(telkom)/Radio-3.1","Cable open","MAJOR","June 4, 2020 2:31:50 AM",N
"TELKOM BAU BAU TO TSEL BAU-BAU 13Ghz CH 8 IP-10/E1-4.8","E1/DS1 loss of signal on port #8","MAJOR","September 3, 2019 11:11:13 AM",Y
"GUNUNG DAENG TO SEI BATIK  6GHz CH.1/Shelf/Slot 1 - GUNUNG DAENG TO SEI BATIK  6GHz CH.1/IDU","Communications lost with IDU #4","CRITICAL","October 20, 2021 1:02:01 PM",N
"Babauk to Dunangbila / 6 Ghz hight / 4+0/Radio-2.1","Radio loss of frame","CRITICAL","January 10, 2018 11:51:29 PM",Y
"TAYAN TO TAMIANG TABA 3+0 AGUSTUS 2019/1RU/Power Supply 2","Under voltage","MAJOR","August 26, 2019 2:43:52 PM",Y
"STO BANGKO TO REPEATER BANGKO","LOST CONTACT","INDETERMINATE","October 8, 2020 4:14:36 PM",N
"OMTEL TO KALABAHI/E1-2.11","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","August 16, 2018 4:26:16 PM",Y
"LAPE TO SANGGAU (5+0) April 2021/Radio-5.1","Remote communication failure","CRITICAL","October 14, 2021 4:07:34 PM",N
"STO BIREUN TO SITE BUKIT RIMBA RAYA 8 GHz / Ch 6 High/E1-1.1","E1/DS1 loss of signal on port #1","MAJOR","September 4, 2020 2:03:54 AM",N
"SEKURA-PALOH(telkom)","LOST CONTACT","INDETERMINATE","August 2, 2020 12:02:45 PM",N
"OMTEL TO KALABAHI/E1-2.12","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","August 16, 2018 4:26:16 PM",Y
"Rep. Nabire to Ratewo System 2","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:41:24 AM",N
"GILITRAWANGAN TO PEMENANG UPGRADE 1GB","LOST CONTACT","INDETERMINATE","April 29, 2020 1:03:45 PM",N
"STO BINTUNI - TVRI RELOK 3 + 0 UPGRADE SEPTEMBER 2019","LOST CONTACT","INDETERMINATE","July 4, 2020 11:00:10 AM",N
"SUKAJADI - DUMAI/IDU/IDC","Loss of Protection","WARNING","September 30, 2020 3:50:48 AM",N
"STO BIREUN TO SITE BUKIT RIMBA RAYA 8 GHz / Ch 6 High/E1-1.15","E1/DS1 loss of signal on port #15","MAJOR","September 4, 2020 2:03:54 AM",N
"GUNUNG PAGAR - PONTIANAK/ETY-1.2","Gigabit Ethernet SFP not inserted on port #2","MAJOR","December 4, 2017 12:36:23 AM",Y
"BONEPUTE TO WOTU#1 8 GHz CHANNEL 3/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","October 25, 2021 4:52:29 AM",N
"SEBA - EILOGO FREK.11G LOW 4+0 & 1+0( 5+0 ) JULI 2019/Radio-2.1","Radio loss of frame","CRITICAL","January 22, 2021 6:24:01 PM",N
"MANULAI - SAMBUKU FREK. 6GHz 3+0 NEW ( HIGH )/Radio-3.1","Remote communication failure","CRITICAL","June 29, 2021 2:31:04 PM",N
"SITE RIMBA RAYA TO STO BIREUN/Shelf/Slot 3 - Bukit Rimba Raya To Bukit Sama 8 GHz / Ch 1 High","LOST CONTACT","INDETERMINATE","April 8, 2019 11:36:15 PM",Y
"MENGKUNING - SENAYANG FREK.6GHZ LOW 4+0/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","February 20, 2019 4:14:01 PM",Y
"BKT BARATAN - SAJAU/ETY-1.1","Loss of Carrier","MAJOR","September 18, 2021 5:24:16 PM",N
"KINTOM - LUWUK CITY #1 / 8 GHz / CH.6 VERTICAL / TX HIGH/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","October 21, 2021 6:47:35 AM",N
"SEI MAYANG TO LABANAN","LOST CONTACT","INDETERMINATE","August 22, 2020 6:09:33 PM",N
"REP. WAROPEN TO SERUI CITY 11GHZ HOR.","LOST CONTACT","INDETERMINATE","May 5, 2021 1:40:48 AM",N
"BAHODOPI - FATUFIA ( 8GHZ, POL.VERTICAL )/Radio-2.1","RFU RX level path1 out of range","WARNING","September 14, 2021 11:55:01 PM",N
"SEKURA-PALOH(telkom)","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:35:34 AM",N
"STO Biak to New Mokmer System 5 # JULI 2021/ETY-1.2","Loss of Carrier","MAJOR","September 23, 2021 2:52:01 PM",N
"STO LABUAN BAJO - PUARLOLO FREK.8GH VERTICAL/Radio-3.1","RFU RX level path1 out of range","WARNING","June 20, 2021 11:25:58 AM",N
"Dunangbila to Babauk / 6 Ghz low / 4+0/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","December 12, 2019 7:39:12 PM",Y
"SAMBUKU - EILOGO FREK. 6GHz 3+0 NEW ( LOW )","LOST CONTACT","INDETERMINATE","June 29, 2021 1:10:57 PM",N
"STO BANGKO TO REPEATER BANGKO 8GHZ CH 6 #1/Shelf/Slot 1 - STO BANGKO TO REPEATER BANGKO 8GHZ CH 8 #3/IDU","E1/DS1 unexpected signal on port #12","WARNING","October 29, 2019 10:14:45 AM",Y
"PUARLOLO TO DORONAE FREQ 6 HIGH","HTTP LOGON FAILURE","WARNING","July 22, 2018 11:02:03 AM",Y
"TSEL TALAWIA - DMT LIA 7 GHz/LOW/HORIZONTAL/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","August 22, 2021 1:43:45 PM",N
"Waropen to Rep. Waropen System 2","LOST CONTACT","INDETERMINATE","May 5, 2021 12:55:50 AM",N
"JAWAI-PEMANGKAT(telkom)/Radio-4.1","RFU communication failure","WARNING","September 9, 2021 9:14:08 AM",N
"MAMBURUNGAN - BEBATU SUPA #1 8GHz CH.2 VERTICAL/E1-1.2","E1/DS1 loss of signal on port #2","MAJOR","October 16, 2021 1:06:35 PM",N
"MALIGANO - WAKEAKEA IP-20N 6GHz CH6H/CH8H","LOST CONTACT","INDETERMINATE","November 9, 2017 8:22:14 PM",Y
"BUKIT TAMBI_TEBING TINGGI/2RU/Slot 1","Activation key violation","CRITICAL","May 28, 2020 5:07:23 PM",N
"TELKOM BAU BAU TO TSEL BAU-BAU 13Ghz CH 8 IP-10","HTTP LOGON FAILURE","WARNING","December 2, 2020 8:57:17 PM",N
"Site-13 1.13 SAJAU - B.BARATAN CH4-6 LOW XPIC HORIZONTAL","LOST CONTACT","INDETERMINATE","April 28, 2021 2:44:34 AM",N
"KUALA KUAYAN TO PARENGGEAN IP10 6GHz/E1-1.3","E1/DS1 unexpected signal on port #3","WARNING","September 28, 2021 1:40:31 PM",N
"SANGATA2 - PERDAU FREK.6G HIGH CH 1-CH3 XPIC (VERTICAL)/Radio-7.1-XPIC.3","RFU RX level path2 out of range","WARNING","September 22, 2021 8:02:22 AM",N
"OMTEL TO KALABAHI/E1-2.1","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","August 16, 2018 4:26:16 PM",Y
"KENDARI - POPALIA IP-10/Shelf/Slot 1 - Link Kendari - Pompalia / 8 GHz / Ch. 06 / Tx Low/IDU","Trails mapped to inexistent interfaces in IDU #2","WARNING","October 4, 2019 2:21:55 AM",Y
"OSANGO - MAMASA/Shelf/Slot 2","LOST CONTACT","INDETERMINATE","November 14, 2019 9:07:08 PM",Y
"TATELU TO LIKUPANG #2 FREQ 8 GHz/Shelf/Slot 1 - TATELU TO LIKUPANG #2 FREQ 8 GHz/IDU","Communications lost with IDU #2","CRITICAL","October 20, 2021 4:26:33 PM",N
"Pulau Ratewo to Rep. Nabire System 3/Radio-5.1-XPIC.2","Radio loss of frame","CRITICAL","December 18, 2020 10:23:20 PM",N
"FibeAir IP-10G - 10.144.122.103/Shelf/Slot 1 - MALIGANO - PUNGGALUKU/IDU","E1/DS1 unexpected signal on port #15","WARNING","November 5, 2019 4:00:23 AM",Y
"KP MOOS - KP TOFOT","HTTP LOGON FAILURE","WARNING","May 8, 2020 12:30:20 PM",N
"FibeAir IP-10G - 10.144.122.104/Radio-3","Traffic not being sent through radio on slot 4 by multi-radio","WARNING","June 18, 2019 10:03:37 AM",Y
"SEPANG - KKN Rep/Shelf/Slot 2","LOST CONTACT","INDETERMINATE","June 22, 2020 11:02:57 PM",N
"SUKAJADI to BAGAN SIAPI API","Drawer Internal Power Failure (Board #1)","MAJOR","September 13, 2020 9:52:07 PM",N
"PEMENANG - GILITRAWANGAN EXPAND 11 GHz/LOW/VERTICAL","LOST CONTACT","INDETERMINATE","May 7, 2020 9:39:18 AM",N
"DMT PIRMA TO STO FAKFAK (NEW 5+0) 11GHz Sep'2020","LOST CONTACT","INDETERMINATE","October 27, 2021 2:32:15 PM",N
"GOA LAWAH TO NUSA LEMBONGAN 5+0  11Ghz/1RU/Power Supply 2","Under voltage","MAJOR","August 26, 2018 7:06:45 PM",Y
"TSEL KAISABU - TSEL KOMBA-KOMBA 8 GHz/LOW/HORIZONTAL/Radio-3.1","RFU RX level path1 out of range","WARNING","April 3, 2021 4:08:27 AM",N
"GN DAENG - MAMBURUNGAN R/Radio-5.1","RFU communication failure","WARNING","October 26, 2021 9:00:25 AM",N
"KARUNGAN - B.BARATAN  CH1-3 LOW XPIC VERTICAL/ETY-1.3","Loss of Carrier","MAJOR","November 28, 2019 9:05:02 AM",Y
"MEMPAWAH (Backup Telkomsel Pebruari 2014)/ETY-4.4","Ethernet loss of carrier on port #4","MAJOR","October 6, 2021 2:10:36 PM",N
"BKT BARATAN - SAJAU/Radio-2.1","Remote communication failure","CRITICAL","October 1, 2021 4:08:04 PM",N
"SAJAU TO GN TABUR/Radio-2.1","RFU RX level path1 out of range","WARNING","October 28, 2018 6:00:39 AM",Y
"PONGKAR - TUMIANG FREK. 8GHz LOW 5+0","LOST CONTACT","INDETERMINATE","April 12, 2018 11:13:23 AM",Y
"STO Biak to New Mokmer System 5 # JULI 2021","LOST CONTACT","INDETERMINATE","October 27, 2021 2:35:25 PM",N
"ANUSPODENA - NENGKE VILLAGE SYSTEM 2/Radio-6.1","Radio loss of frame","CRITICAL","July 8, 2021 9:59:47 AM",N
"Rep. Nabire to Ratewo System 2/Radio-6.1-XPIC.2","RFU RX level path1 out of range","WARNING","February 11, 2021 12:51:04 AM",N
"New Rep. Waropen to Waropen System 2","LOST CONTACT","INDETERMINATE","October 4, 2021 6:02:22 AM",N
"REP SANGATA TO MATAMANIS ( SYSTEM 2 )/Radio-5.1-XPIC.2","RFU RX level path2 out of range","WARNING","October 23, 2021 10:23:30 PM",N
"Pulau Ratewo to Rep. Nabire System 3","LVDS RX Error Slot 7","MAJOR","December 19, 2020 7:25:20 AM",N
"TIDUNG PALA TO BEBATU SUPA/E1-2.1","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","October 5, 2017 9:59:36 AM",Y
"RANTAU PRAPAT TO NEGERI BARU NEW/Radio-3.1","RFU RX level path1 out of range","WARNING","October 19, 2021 6:56:26 AM",N
"STO BIREUN TO SITE BUKIT RIMBA RAYA 8 GHz / Ch 6 High/E1-1.3","E1/DS1 loss of signal on port #3","MAJOR","September 4, 2020 2:03:54 AM",N
"NIMBOKRAN TO REP. KAPTIAU (System 1)","HTTP LOGON FAILURE","WARNING","May 8, 2020 7:16:35 AM",N
"KANINGU_MATAWAI KRAHA #1  CH5","LOST CONTACT","INDETERMINATE","May 9, 2021 2:21:46 AM",N
"DUNANGBILA TO OMTEL/E1-2.16","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","July 24, 2019 8:04:04 AM",Y
"TIDUNG PALA TO MALINAU/E1-5.4","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","October 6, 2021 7:43:34 PM",N
"LUWUK - TASAN - ( SALAKAN )","LOST CONTACT","INDETERMINATE","October 27, 2021 2:32:47 PM",N
"Site-16 2.16 B.BARATAN-KARUNGAN CH1-3 HIGH XPIC VERTICAL/2RU/Slot 5","Corrupted inventory file","WARNING","February 21, 2021 3:05:09 PM",N
"DMT Mokmer to STO Biak System 3/ETY-1.2","Loss of Carrier","MAJOR","September 29, 2021 4:24:51 PM",N
"WASILEI - BOSO","LOST CONTACT","INDETERMINATE","December 1, 2020 10:25:28 AM",N
"SIBERUT - BKT SILASUNG (FREK.4,5G) FEB'2020/2RU/Slot 4","Unexpected Card Type in slot","MINOR","May 19, 2021 9:32:14 AM",N
"BATURUBE - TG.BATU ( 8GHZ, POL HORIZONTAL SD )/Radio-6.1","Radio loss of frame","CRITICAL","September 9, 2021 3:43:45 AM",N
"SP2 - RUJAB 3+0 + UPGRADE SEPTEMBER 2019","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:38:24 AM",N
